Unnamed: 0,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,Operating Income,Interest Expense,Net Income,EPS,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,Net Profit Margin,Cash and cash equivalents,Short-term investments,Total debt,Retained earnings (deficit),Net Debt,Operating Cash Flow,Capital Expenditure,Dividend payments,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,grossProfitMargin,operatingProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,assetTurnover,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Dividend Yield,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Invested Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Dividends per Share Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Asset Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class,2016 PRICE VAR [%],2017 PRICE VAR [%],2018 PRICE VAR [%],2019 PRICE VAR [%]
ABEV,14299586932,-0.0376,4812091626,9487495306,5976567781,554036800.6,4530792339,0.2891,0.1209,0.6635,0.1769,0.4083,0.119,0.3792,6736763049,0.3168,3650807360,267743146.8,1022080360,,,7052459632,-1630153962,-4528576793,5422305670,0.0205,,,21.515,6.747,12.1131,4.568016338,7.110401097,0.14057027,5.415119534,2.031911259,0.408287333,0.663480375,1,0.316847778,0.9411,0.2858,0.2515,0.857405789,0.527835572,0.3567,0.61691287,0.445461127,0.0377,0.0645,0.037271811,0.060560616,10.5378,6.900102873,1.708682286,3.1932,0.879,1.653,0.4183,0.493193242,0.768853131,6.4746,2.0515,3.1932,0.879,7.1788,0.4628,73093350000,,21.515,2.5584,12.1131,6.747,,,,,,0.0465,0.068,0.0645,0.0377,,0.3567,10.5378,0.0194,0.2311,0.114,-1.8145,0.0042,,0.2515,0.9411,-1096300000,15353173113,4528877206,0.2858,-0.0471,-0.0516,-0.0873,0.1193,-0.09,-0.1017,1.2143,-0.0704,,,,,,,,,,,,,,,0.0207,-0.0742,-0.1695,Consumer Defensive,-22.6053125,0,19.04743594,31.05356491,-38.74638371,13.8866048
TAL,313895205,0.3893,151543116,162352089,57395931,0,60605772,0.13,0.35,0.5172,0.246,0.2144,0.193,0.2892,77296860,0.1931,270256259,0,0,144311994,,101558366,-10793093,0,90765273,0.1124,,,30.41,6.8263,,0,0,,3.496342012,0,0.214356654,0.517217487,1,0.19307645,0.2855,0.2331,0,0.900725247,0.73408819,1.801,1.620665707,1.620665707,0,0,0,0,0,,1.644633408,0.216,0.381,0.5748,2.692,0.323542266,0.89372522,0.6676,0.1289,0.216,0.381,0.553,0,15073300000,,30.41,1.9662,,6.8263,,,,,,0.0329,,0,0,,1.801,0,0.0885,0.1063,0.0344,-1.0781,0.0266,,0,0.2855,133620296,417553350,-19459235,0.2331,0.4735,0.7923,0.7927,0.8124,0.8571,0.8143,3.2683,0.5297,,0.4521,0.3367,,0.2707,0.1667,,0.4487,0.2846,,1.2639,0.1217,,0,0,0.353,0,Consumer Defensive,65.37366546,1,55.30218838,148.8996964,-11.85992765,85.45594916
BRFS,10892527225,-0.0745,7697108524,3195418701,1296545250,965640255.4,835523845.3,0.9598,0.1363,0.2934,0.0668,0.1775,0.0289,0.0001,1934033196,0.0767,2255689072,317574164.5,4619526849,1481712354,,1878257.604,-513668.7946,-272624.8592,1364588.81,-1.0527,,,24.328,5592.9227,8.3259,3933.316576,8.842095663,3.69E-05,7.374742958,1.261908793,0.177513549,0.293358799,1,0.076706152,0.0714,0.1427,0.1102,0.863206083,0.803430119,0.6864,1.035332476,0.627739286,0.3407,0.7891,0.441048035,0.441048035,2.0024,0.000406591,2.31576483,0.0153,2.122,18.3787,0.1419,0.000172435,0.726518453,88.7493,6.8076,0.0153,2.122,47.7004,37.6386,4241530000,,24.328,0.7023,8.3259,5592.9227,,,,,,0.0411,0.054,0.7891,0.3407,,0.6864,2.0024,0.0058,0.2735,0,-1.1118,0,,0.1102,0.0714,7919200000,11932069095,10702553511,0.1427,0.0918,0.6563,0.6252,0.8568,0.8483,0.8507,0.0279,-0.9983,0.0194,0.1412,0.1724,-0.4659,0,-0.8163,0.0438,0.8057,0.3245,0.1261,0.0495,0.1653,0.2601,0.2959,-0.1547,-0.0113,0.0349,Consumer Defensive,-38.54874898,0,10.83004186,-25.62747706,-50.30621455,47.70797974
KHC,10922000000,,7645000000,3277000000,1568000000,686000000,657000000,-0.17,0,0.3,0.183,0.135,-0.006,0.1594,2004000000,0.0602,2298000000,0,13358000000,0,11060000000,2140000000,-399000000,0,1741000000,-0.1299,4.1141,0,0,22.0915,51.9298,,,,7.81237525,,0.134956968,0.300036623,1,0.060153818,0.1569,0.0923,0.0433,0.833756345,0.298651937,1.59,1.01843467,0.743208279,0.3653,1.8769,0.652405372,0.652405372,2.1487,0.160203623,5.13854152,,,,0,0.19593481,0.813551402,,,,,,,88488316765,99979316765,0,8.4379,51.9298,22.0915,4.1141,9.5336,54.1893,58.6733,79.6648,-0.0099,0.0142,1.8769,0.3653,5.519,1.59,2.1487,0,0.1864,0.0365,-0.7528,0.0007,0,0.0433,0.1569,1823000000,8424000000,16392000000,0.0923,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer Defensive,2.065963248,1,20.01,-8.590702299,-41.69325548,-21.74738098
NWL,5727000000,0.0214,3523600000,2203400000,604700000,60400000,377800000,1.37,0.66,0.3847,0.119,0.0921,0.066,0.0825,683400000,0.066,199400000,0,2481900000,2111200000,2282500000,634100000,-161900000,-182500000,472200000,-0.221,5.6125,0,27.8029,22.2716,16.2848,14.65263266,24.59299727,0.019642169,16.93756858,5.018491072,0.092072638,0.384738956,1,0.065968221,0.3924,0.2041,0.0776,0.809166845,0.872446415,1.214,0.766493699,0.105580854,0.3781,1.3406,0.529612033,0.57275056,8.7301,0.255489746,3.545587123,2.2966,1.71,0.7222,0.482,0.110721145,0.744677496,20.7425,1.3683,2.2966,1.71,6.7055,8.9891,10326199000,12608699000,27.8029,1.8031,16.2848,22.2716,5.6125,2.2016,18.45,19.8844,26.702,0.036,0.0457,1.3406,0.3781,3.3399,1.214,8.7301,0.0173,0.2553,0.0283,-1.0372,0.0052,14.4641,0.0776,0.3924,403600000,3131100000,3525000000,0.2041,0.0369,-0.1948,-0.0169,-0.204,-0.1646,-0.1718,0.1,0.0111,-0.0003,0.0121,0.0338,-0.0046,0.0136,0.063,0,0.0612,0.475,0.0042,0.0115,0.0211,-0.0238,0.2095,0.3154,0.0815,0.3515,Consumer Defensive,18.60384524,1,4.493916079,-29.77484517,-38.98885943,9.017197922
KMB,19724000000,0.0083,13041000000,6683000000,2521000000,284000000,1526000000,4.07,8.132,0.3388,0.179,0.1352,0.077,0.0916,3528000000,0.0774,789000000,0,6956000000,8470000000,6167000000,2845000000,-1039000000,-1256000000,1806000000,-0.1433,59.0308,0,28.3882,23.8281,15.126,13.08067832,24.38697892,0.033750258,12.36778056,51.04873776,0.135165281,0.338825796,1,0.077367674,0.228,2.0933,0.1647,0.640638119,1.27038516,0.893,0.483777706,0.12672663,0.448,9.5418,0.885359333,0.905139883,9.3873,0.408999425,21.29766804,7.6385,4.849,2.1184,1.998,0.144240519,0.634797891,52.9567,4.0971,7.6385,4.849,1.9573,18.6761,43033471613,49200471613,28.3882,2.1818,15.126,23.8281,59.0308,2.4944,13.9457,17.2937,27.2428,0.0352,0.042,9.5418,0.448,1.748,0.893,9.3873,0.0704,0.3652,0.0527,-1.2053,0.0026,13.387,0.1647,0.228,-667000000,13898000000,13839000000,2.0933,0.0112,-0.1802,-0.1316,-0.2876,-0.2706,-0.2694,1.5099,-0.185,0.0553,0.0285,0.0004,0.0317,-0.0184,0.0958,0.0105,-0.0201,0.0049,-0.1762,-0.3154,-0.4723,0.1201,0.2764,0.4267,-0.1793,0.2074,Consumer Defensive,13.74582892,1,-7.087421408,8.619277304,-0.751352063,26.97047353
CPB,8268000000,0.0268,5297000000,2971000000,1267000000,122000000,866000000,2.76,1.248,0.3593,0.202,0.1647,0.105,0.0694,1667000000,0.1047,232000000,0,4015000000,2198000000,3783000000,899000000,-325000000,-391000000,574000000,-0.2854,8.2107,0,15.3007,23.1014,14.7459,12.88873949,13.37988083,0.033744781,8.43609886,7.174598638,0.164731495,0.359337204,1,0.104741171,0.606,0.5362,0.1186,0.698387097,1.01910514,0.703,0.301773168,0.077617932,0.4949,2.4861,0.581497797,0.713143872,11.1639,0.223910336,5.023529412,2.8631,2.191,0.7389,0.452,0.108732463,0.638487208,26.3312,2.758,2.8631,2.191,5.1433,12.7866,13256605154,17039605154,15.3007,1.6034,14.7459,23.1014,8.2107,2.0609,10.2217,18.954,29.6857,0.0654,0.0433,2.4861,0.4949,2.2693,0.703,11.1639,0.0296,0.3615,0.0393,-1.0656,0.0069,17.8712,0.1186,0.606,-889000000,4505000000,5299000000,0.5362,0.0203,0.5691,0.1731,0.8908,0.8904,0.9028,-0.1393,-0.1657,0.0492,0.0409,0.0632,0.0464,-0.0287,-0.065,0.0572,0.0569,0.0375,0.0918,0.1999,0.1551,0.0707,0.0453,0.0291,-0.0252,-0.0984,Consumer Defensive,22.62876272,1,20.44386645,-18.52590093,-28.04266064,58.7046167
TGT,71279000000,-0.0276,50039000000,21240000000,4779000000,1049000000,1971000000,3.1,1.58,0.298,0.09,0.0624,0.028,0.066,6443000000,0.0277,670000000,0,12572000000,12599000000,11902000000,6520000000,-1816000000,-1006000000,4704000000,-0.3398,2.1589,2.1589,17.8742,7.4811,5.3718,0,0,,1.877851932,0,0.062388642,0.297983978,1,0.027651903,0.0782,0.1214,0.0926,0.580047087,1.599869818,0.906,0.052437974,0.052437974,0.2822,0.7746,0.413195951,0.436482311,4.2393,0.51861279,2.744932537,10.2661,4.637,1.055,0.51,0.091471541,0.721472393,112.2327,3.1034,10.2661,4.637,25.5566,19.7953,35023979402,46925979402,17.8742,0.4914,5.3718,7.4811,2.1589,0.6583,7.2832,7.1972,9.9758,0.0559,0.1343,0.7746,0.2822,1.8473,0.906,4.2393,0.0285,0.2785,0.0255,-0.9098,0.0015,42.3108,0.0926,0.0782,-1204000000,44553000000,43678000000,0.1214,-0.0461,-0.1801,-0.1674,-0.3428,-0.3217,-0.3208,0.197,0.5448,0.093,0.0589,0.0642,0.1136,0.1229,0.1212,0.0457,0.0155,-0.0838,0.0766,0.075,0.0609,0.1978,0.2137,0.2344,-0.075,-0.2876,Consumer Defensive,-0.840647561,0,1.425339143,-6.508560151,0.986994271,99.11827345
HRL,9316256000,0.0645,7751273000,1564983000,914035000,12704000,602677000,1.14,0.4,0.168,0.114,0.1,0.065,0.0642,1061551000,0.0647,334174000,0,250000000,3805654000,-84174000,746879000,-148853000,-203156000,598026000,0.0061,3.8401,7.5895,23.0395,23.173,18.5296,17.00729236,21.07661237,0.015993526,12.51618011,3.522885159,0.09998727,0.167984113,1,0.064690902,0.2765,0.1671,0.1373,0.655937127,1.707644174,2.234,0.988486339,0.350033309,0.0458,0.0693,0.064839439,0.064839439,73.3239,2.987516,1.513063285,1.4156,1.1334,0.6334,0.351,0.080169437,0.80069998,17.657,1.1422,1.4156,1.1334,6.8338,0.4738,13839371363,13755197363,23.0395,1.4855,18.5296,23.173,3.8401,1.4765,12.9576,18.4169,23.001,0.0434,0.0432,0.0693,0.0458,-0.0793,2.234,73.3239,0.0152,0.1993,0.016,-1.1446,-0.0011,13.2456,0.1373,0.2765,1178079000,3674323000,2635457000,0.1671,0.1077,0.1541,0.1637,0.1453,0.1457,0.1487,-0.0588,0.105,0.0743,0.0773,0.0602,0.1041,0.0635,0.1542,0.1049,0.1234,0.0867,0.1047,0.1157,0.1108,0.1347,0.1605,0.1619,0.1098,0,Consumer Defensive,58.66678306,1,-8.627693871,5.266193508,20.44164218,11.37232944
CAG,11838200000,-0.1211,8910800000,2927400000,1148500000,377500000,303100000,0.72,1,0.2473,0.103,0.0726,0.026,0.0969,1213500000,0.0256,141300000,0,8946400000,5010600000,8805100000,1568600000,-421100000,-420900000,1147500000,-0.8513,1.967,0,34.1115,9.0141,6.5942,5.985652044,30.97688484,0.044828607,15.03987952,1.785507996,0.07255326,0.247284216,1,0.025603555,0.058,0.0576,0.0431,0.629621936,0.612759129,1.601,0.454019074,0.053474114,0.4631,1.7013,0.6238286,0.62981084,2.2752,0.175333095,3.673956451,3.7245,2.417,0.3355,1.389,0.132503252,0.731544052,28.109,0.7197,3.7245,2.417,12.486,21.2427,10343636363,19148736363,34.1115,0.8738,6.5942,9.0141,1.967,1.6175,15.7798,12.2075,16.6874,0.0293,0.1109,1.7013,0.4631,7.256,1.601,2.2752,0.0407,0.2685,0.0356,-1.1875,0.0038,14.2223,0.0431,0.058,1588400000,8286100000,14448800000,0.0576,-0.13,-0.3917,-0.1159,-0.6083,-0.617,-0.6216,0.3514,0.1388,0.0312,0.0036,-0.0246,0.1298,0.6812,0.0404,-0.073,-0.1994,-0.2887,0.0325,0.0342,0.0302,-0.0028,0.0564,0.0396,-0.0532,-0.0671,Consumer Defensive,21.62501551,1,25.94575357,-3.067761494,-41.7540593,65.72874825
PEP,66683000000,0.004,31238000000,35445000000,9581000000,909000000,6513000000,4.31,2.533,0.5315,0.184,0.1443,0.098,0.1164,12246000000,0.0977,6134000000,2592000000,28897000000,49092000000,20171000000,10506000000,-2744000000,-3730000000,7762000000,-0.1393,8.2378,0,22.4432,18.8051,13.7794,12.15902676,19.61350147,0.029199312,12.87748939,7.267193941,0.144279651,0.531544772,1,0.097671071,0.3287,0.3705,0.1227,0.747589532,0.945737424,1.142,0.849933672,0.339044882,0.4098,1.6439,0.575400372,0.621775148,10.5842,0.363567152,4.011207191,6.9622,5.144,4.0649,0.588,0.1575514,0.738815915,44.1902,4.3161,6.9622,5.144,11.6488,19.1498,1.44767E+11,1.64938E+11,22.4432,2.171,13.7794,18.8051,8.2378,2.4735,13.4687,15.6994,21.2494,0.0446,0.0536,1.6439,0.4098,1.6472,1.142,10.5842,0.0262,0.2612,0.0411,-1.0453,0.0027,33.7443,0.1227,0.3287,2571000000,41456000000,46127000000,0.3705,0.0078,-0.0137,-0.0128,-0.0337,-0.0137,-0.0116,0.1308,0.1085,0.0979,0.0975,0.0155,0.0878,0.098,0.0705,0.0561,0.0249,0.0182,0.0376,0.0143,-0.0393,0.1154,0.0737,0.0775,-0.0899,-0.025,Consumer Defensive,8.886701374,1,9.051033548,17.79555803,-3.313237088,28.77463316
COST,1.1264E+11,0.0712,98458000000,14182000000,3220000000,113000000,2058000000,4.69,1.33,0.1259,0.038,0.0291,0.018,0.0177,4309000000,0.0183,5738000000,1577000000,5093000000,7458000000,-2222000000,3984000000,-1993000000,-584000000,1991000000,0.0417,4.3273,4.3273,25.919,26.7843,13.3733,11.82134487,22.88446937,0.012400141,13.44331352,3.828028771,0.029119318,0.12590554,1,0.018270597,0.1143,0.1673,0.1816,0.649826334,3.410852713,1.22,0.587218984,0.398140439,0.1542,0.414,0.292768453,0.292768453,29.0265,0.782250147,2.68422336,9.0815,3.107,13.0798,0.284,0.035369318,0.499748996,256.7627,4.6912,9.0815,3.107,28.0447,11.6095,53279224806,51057224806,25.919,0.473,13.3733,26.7843,4.3273,0.4533,11.849,12.8156,25.644,0.0386,0.0374,0.414,0.1542,-0.5157,1.22,29.0265,0.0109,0.5003,0.0177,-1.9368,0.0022,54.4454,0.1816,0.1143,3176000000,33024000000,17967000000,0.1673,0.0737,0.0486,0.0547,0.0093,0.0021,0.0043,-0.8372,0.4705,0.0938,0.093,0.0799,0.0712,0.135,0.0739,0.0934,0.1339,0.1185,0.0538,0.0396,0.0063,0.2086,0.1436,0.1433,0.0905,0.019,Consumer Defensive,19.06252433,1,1.509724112,22.66316839,9.307226017,44.95356895
COTY,4551600000,-0.021,1865700000,2685900000,25700000,68500000,-97400000,-0.26,0.2,0.5901,0.053,-0.0019,-0.021,0.0736,241900000,-0.0214,1238000000,0,3293500000,-426400000,2055500000,536500000,-201500000,-76900000,335000000,-0.3163,7.6027,0,0,19.518,12.1148,11.01828809,,0.013008957,43.03187912,7.00558374,-0.001933386,0.590100185,1,-0.021399068,-0.0564,-0.1154,0.0044,,0.690420933,1.743,1.191260252,0.77505791,0.4996,3.9032,0.794390702,0.796050564,-0.1285,0.162896615,7.812870348,1.4056,0.707,3.2434,-0.769,0.117870639,0.624417521,11.9245,-0.2552,1.4056,0.707,2.2106,8.6285,6499584973,8555084973,0,1.428,12.1148,19.518,7.6027,1.8796,35.3662,15.9461,25.5376,-0.0152,0.0515,3.9032,0.4996,8.4973,1.743,-0.1285,0.0117,0.3756,0.0443,-0.8037,0.0103,0,0.0044,-0.0564,1187500000,3412600000,3870800000,-0.1154,-0.0369,-1.0244,-0.9315,-1.5798,-1.5909,-1.619,0,0.2407,,,-0.0131,,,0.0351,,,0,,,-0.1884,,,0,0.0189,0.2522,Consumer Defensive,26.68124147,1,-25.38467684,9.587498509,-65.66036364,69.12938043
MNST,2464867000,0.0972,1125057000,1339810000,747505000,0,483185000,0.96,0,0.5436,0.313,0.3026,0.196,0.2301,771439000,0.196,370323000,781134000,0,2330510000,-1151457000,597491000,-30400000,0,567091000,0.0634,11.991,12.5616,37.6216,31.9566,30.3998,30.3306033,37.50584662,0,23.97154603,11.96070521,0.302567238,0.543562797,1,0.196028832,0.3482,0.3189,1.0822,0.64788519,1.271287216,4.647,4.026279391,1.041063658,0,0,0,0,0,,1.27965878,1.1908,1.13,0.738,0,0.242402937,0.949120573,4.9123,0.963,1.1908,1.13,3.0196,0,18163585396,17012128396,37.6216,7.369,30.3998,31.9566,11.991,6.9018,22.0525,28.4726,29.9989,0.0266,0.0312,0,0,-1.4926,4.647,0,0,0.0509,0.0123,-1.1851,0.0116,8.0659,1.0822,0.3482,1297438000,1870048000,1144009000,0.3189,0.1423,0.3226,0.3047,0.4268,0.418,0.4154,0,0.8959,0.3015,0.1832,0.151,0.4069,0.327,0.2354,0.3752,0.2002,0.2116,0.3872,0.2275,0.1769,0,0,0,0.3649,0,Consumer Defensive,37.72188931,1,-7.842596091,38.97672298,-21.51171753,30.33224246
SJM,5610600000,-0.0487,3579600000,2031000000,919000000,79400000,565200000,5.42,2.26,0.362,0.211,0.1656,0.101,0.1047,1185500000,0.1007,153500000,0,2216300000,1091000000,2062800000,856000000,-268800000,-238000000,587200000,-0.2058,1.9931,0,17.8376,17.0719,11.711,0,0,,1.709489667,0,0.165597262,0.36199337,1,0.100737889,0.2945,0.1124,0.0687,0.665175944,0.619257853,1.738,0.52257846,0.173289682,0.2446,0.4407,0.271357585,0.305869526,11.7015,0.386229301,1.801375855,8.2555,6.084,1.4804,0.417,0.152568353,0.685981308,54.1099,5.4509,8.2555,6.084,48.5066,21.3745,10024646236,12087446236,17.8376,1.7867,11.711,17.0719,1.9931,2.1544,10.1961,14.1208,20.5849,0.0561,0.0586,0.4407,0.2446,1.74,1.738,11.7015,0.0234,0.314,0.0479,-1.0484,0.0041,76.9118,0.0687,0.2945,653300000,2937700000,4114700000,0.1124,0.0017,0.0202,0.0094,0.0386,0.084,0.084,0.1078,-0.1002,0.0707,0.1126,0.0916,0.1172,0.1694,0.3472,0.0939,0.1941,0.0966,0.0722,0.0306,0.0206,0.094,-0.1849,0.1128,0.0031,0.0984,Consumer Defensive,25.63215205,1,6.861839824,-1.191533027,-22.25155242,14.41786292
CL,17277000000,-0.0082,7168000000,10109000000,3557000000,24000000,2180000000,2.38,1.42,0.5851,0.222,0.1967,0.126,0.1471,3840000000,0.1262,1089000000,0,6148000000,18832000000,5059000000,3298000000,-757000000,-1446000000,2541000000,-0.0802,55.0739,0,29.0714,24.8169,19.1206,17.23877586,26.07957926,0.025433798,16.55897989,49.65369675,0.196677664,0.585113156,1,0.126179314,0.4363,1.9039,0.2559,0.646117368,1.28367635,1.232,0.669285352,0.275975672,0.4568,5.3694,0.831344823,0.843000137,141.5833,0.536434613,11.75458515,3.6186,2.788,1.1949,0.597,0.190889622,0.77046695,18.9566,2.3919,3.6186,2.788,1.2563,6.7457,63059649622,68118649622,29.0714,3.6499,19.1206,24.8169,55.0739,3.9427,17.7392,20.6545,26.8078,0.0344,0.0403,5.3694,0.4568,1.3174,1.232,141.5833,0.0205,0.2295,0.0438,-1.7127,0.0076,8.2011,0.2559,0.4363,917000000,9739000000,10852000000,1.9039,-0.009,0.0032,0.0003,-0.0272,-0.0124,-0.0084,0.0677,0.0028,0.0663,0.0422,0.0312,0.0814,0.0189,0.0655,0.0669,0.0075,-0.0161,0.0068,-0.1671,-0.2,0.1146,0.1055,0.0775,-0.0376,0.0868,Consumer Defensive,-1.348602613,0,3.404404816,17.70409884,-18.85806012,19.13650226
ADM,81201000000,-0.0958,76433000000,4768000000,2730000000,337000000,2248000000,3.44,0.96,0.0587,0.054,0.0426,0.028,0.0499,4356000000,0.0277,1099000000,5392000000,5660000000,15701000000,-831000000,4943000000,-894000000,-624000000,4049000000,0.0248,1.7139,2.0719,15.1163,8.3863,6.7726,6.058883552,13.32253621,0.020835377,8.39670831,1.525678115,0.042634943,0.058718489,1,0.027684388,0.1109,0.1145,0.0774,0.71936,1.845603109,1.668,0.58934752,0.070439687,0.1286,0.2883,0.219731298,0.223803875,10.273,0.873321555,2.241314315,7.5697,6.2006,1.683,0.279,0.060873635,0.819138175,124.3507,3.4426,7.5697,6.2006,30.0613,8.6677,33476952912,32645952912,15.1163,0.4123,6.7726,8.3863,1.7139,0.402,7.4945,6.6045,8.0627,0.0662,0.1209,0.2883,0.1286,-0.1908,1.668,10.273,0.0185,0.1809,0.011,-1,0.0007,48.4594,0.0774,0.1109,10426000000,40605000000,29564000000,0.1145,0.226,0.4276,0.4591,0.6751,0.6946,0.698,0.2632,-0.0612,0.0834,0.0293,-0.0035,0.6471,-0.0184,0,0.1625,0.0562,0.0277,0.0972,0.072,0.0081,0.1352,0.122,0.1569,0.0056,-0.1761,Consumer Defensive,-27.7280823,0,31.39944691,-10.53377699,5.249598943,17.15979458
DG,17504167000,0.0925,12068425000,5435742000,1736185000,88984000,1025116000,3.17,0,0.3105,0.117,0.0981,0.059,0.055,2050151000,0.0586,505566000,0,2818754000,2125453000,2313188000,1213065000,-249978000,0,963087000,-0.1282,3.3162,0,17.7666,18.8819,14.8688,0,0,,1.584446219,0,0.098108867,0.310539885,1,0.058564112,0.2951,0.1898,0.1258,0.629550521,1.610685838,1.769,0.279014399,0.279014399,0.2594,0.5218,0.336745782,0.34287461,19.2991,0.430355043,2.011687476,3.7569,1.69,1.5658,0,0.069301498,0.793928602,54.2116,3.1749,3.7569,1.69,16.731,8.7299,18036771287,20349959287,17.7666,1.0304,14.8688,18.8819,3.3162,1.1626,9.9261,16.7757,21.1299,0.0563,0.0534,0.5218,0.2594,1.1283,1.769,19.2991,0,0.2061,0.0143,-0.7511,-0.0006,34.8039,0.1258,0.2951,1393636000,5321290000,5822507000,0.1898,0.0689,0.0566,0.0489,0.0761,0.1045,0.1123,0,0.7152,,0.1045,0.1236,,0.1567,0.1582,,0.5622,0.1992,,0.1337,0.1206,,0,0,0.0482,0.0168,Consumer Defensive,2.761595491,1,3.578818427,26.71097823,16.23476553,46.20625289
TAP,4146300000,-0.0142,2493300000,1653000000,164700000,145000000,514000000,2.78,1.48,0.3987,0.251,0.1756,0.124,0.2502,1041000000,0.124,624600000,0,3170300000,4439900000,2545700000,1287900000,-250700000,-273600000,1037200000,-0.208,1.758,0,26.8058,13.2846,9.5032,9.7280744,24.37507202,0.021837709,14.86521328,1.593324307,0.175578226,0.398668693,1,0.123965946,0.4894,0.0654,0.0087,0.881646655,0.296585861,0.678,0.536066067,0.268656716,0.2268,0.4032,0.22792255,0.287331424,5.0207,0.406239157,1.777892234,6.9654,5.61,3.378,0.532,0.310614283,0.80534203,22.4246,2.7799,6.9654,5.61,42.5273,17.146,12239223075,14784923075,26.8058,2.9518,9.5032,13.2846,1.758,3.5658,14.2026,11.4799,14.2547,0.0373,0.0847,0.4032,0.2268,2.4454,0.678,5.0207,0.0199,0.1947,0.0605,-0.801,0.0057,51.4927,0.0087,0.4894,-747800000,6032700000,6253500000,0.0654,-0.0045,-0.1282,-0.3825,-0.094,-0.1032,-0.1039,0.1563,0.1178,-0.0906,0.064,0.0565,0.0035,0.084,0.1405,0.0049,-0.0658,-0.0874,0.0704,0.0207,0.0093,0.137,0.0998,0.0608,-0.1027,-0.1657,Consumer Defensive,29.9029348,1,5.439369288,-16.15242618,-31.71205882,-2.058940164
SYY,46516712000,0.0474,38335677000,8181035000,1587122000,123741000,931533000,1.59,1.14,0.1759,0.046,0.0344,0.02,0.0214,2147141000,0.02,558458000,0,2733082000,8770751000,2174624000,1492815000,-497416000,-667217000,995399000,-0.0993,4.1708,6.9983,23.5535,22.0467,14.665,12.87060747,20.6256095,0.034726584,10.30636735,3.648101114,0.034382589,0.175873028,1,0.020025771,0.1479,0.1769,0.1155,0.631280733,3.539784796,1.53,0.906022488,0.127862937,0.208,0.5189,0.30919757,0.341644773,12.9251,0.546202053,2.495134615,2.5475,1.723,0.953,0.717,0.032092015,0.666793273,79.3817,1.5897,2.5475,1.723,8.9877,4.6641,21892118150,24066742150,23.5535,0.4706,14.665,22.0467,4.1708,0.5174,11.2087,16.1217,24.178,0.0425,0.0455,0.5189,0.208,1.0128,1.53,12.9251,0.0304,0.3332,0.0107,-0.9081,0.0014,17.9227,0.1155,0.1479,2314342000,11013214000,8820208000,0.1769,0.0231,-0.0457,-0.043,-0.0614,-0.0536,-0.0539,0.0364,-0.0196,0.0564,0.0509,0.0579,0.0318,-0.0078,0.1103,0.0114,-0.0217,-0.0681,0.084,0.0917,0.0386,0.0645,0.0438,0.0344,0.0365,-0.0539,Consumer Defensive,5.346119421,1,40.09086381,13.92276832,5.883635767,41.01289823
